Przypadek;Rozmiar;Wype³nienie;Funkcja;Strategia;CzasInsert[ms];AvgInsertProbes;CzasRemove[ms];AvgRemoveProbes;;;;;;;;;
Pesymistyczny;30000;99;Universal;Linear;0.881;3.075;0.959;3.075;;;;;;;;;
Pesymistyczny;30000;99;Universal;Quadratic;0.967;3.498;1.114;3.498;;;;;;;;;
Pesymistyczny;30000;99;Universal;RobinHood;3.909;3.075;1.225;3.075;;;;;;;;;
Pesymistyczny;30000;99;Universal;SeparateChain;4.098;0.235;2.248;1.235;;;;;;;;;
Pesymistyczny;30000;99;Universal;TwoChoice;33.101;203.008;1.650;1.582;;;;;;;;;
Pesymistyczny;40000;25;Modular;Linear;199.799;5000.500;149.152;5000.500;;;;;;;;;
Pesymistyczny;40000;25;Modular;Quadratic;1802.605;28283.599;1126.168;28283.599;;;;;;;;;
Pesymistyczny;40000;25;Modular;RobinHood;670.619;5000.500;112.111;5000.500;;;;;;;;;
Pesymistyczny;40000;25;Modular;SeparateChain;147.863;4999.500;127.359;5000.500;;;;;;;;;
Pesymistyczny;40000;25;Modular;TwoChoice;60.110;2172.394;0.159;2.659;;;;;;;;;
Pesymistyczny;40000;25;Multiplicative;Linear;0.163;1.000;0.153;1.000;;;;;;;;;
Pesymistyczny;40000;25;Multiplicative;Quadratic;0.164;1.000;0.161;1.000;;;;;;;;;
Pesymistyczny;40000;25;Multiplicative;RobinHood;0.205;1.000;0.154;1.000;;;;;;;;;
Pesymistyczny;40000;25;Multiplicative;SeparateChain;0.983;0.000;1.041;1.000;;;;;;;;;
Pesymistyczny;40000;25;Multiplicative;TwoChoice;0.182;0.000;0.196;1.000;;;;;;;;;
Pesymistyczny;40000;25;XOR+Shift;Linear;6.272;420.718;5.779;420.718;;;;;;;;;
Pesymistyczny;40000;25;XOR+Shift;Quadratic;0.670;12.190;0.586;12.190;;;;;;;;;
Pesymistyczny;40000;25;XOR+Shift;RobinHood;60.977;420.718;21.869;420.718;;;;;;;;;
Pesymistyczny;40000;25;XOR+Shift;SeparateChain;0.602;0.387;0.464;1.387;;;;;;;;;
Pesymistyczny;40000;25;XOR+Shift;TwoChoice;11.966;419.718;0.349;3.405;;;;;;;;;
Pesymistyczny;40000;25;Universal;Linear;0.172;1.022;0.321;1.022;;;;;;;;;
Pesymistyczny;40000;25;Universal;Quadratic;0.209;1.022;0.166;1.022;;;;;;;;;
Pesymistyczny;40000;25;Universal;RobinHood;0.225;1.022;0.166;1.022;;;;;;;;;
Pesymistyczny;40000;25;Universal;SeparateChain;0.863;0.022;0.673;1.022;;;;;;;;;
Pesymistyczny;40000;25;Universal;TwoChoice;0.190;0.005;0.222;1.028;;;;;;;;;
Pesymistyczny;40000;50;Modular;Linear;611.288;10000.500;462.157;10000.500;;;;;;;;;
Pesymistyczny;40000;50;Modular;Quadratic;3329.179;34141.799;2507.367;34141.799;;;;;;;;;
Pesymistyczny;40000;50;Modular;RobinHood;2611.040;10000.500;442.856;10000.500;;;;;;;;;
Pesymistyczny;40000;50;Modular;SeparateChain;744.205;9999.500;642.814;10000.500;;;;;;;;;
Pesymistyczny;40000;50;Modular;TwoChoice;259.035;4332.601;0.527;2.658;;;;;;;;;
Pesymistyczny;40000;50;Multiplicative;Linear;0.325;1.000;0.304;1.000;;;;;;;;;
Pesymistyczny;40000;50;Multiplicative;Quadratic;0.332;1.000;0.313;1.000;;;;;;;;;
Pesymistyczny;40000;50;Multiplicative;RobinHood;0.426;1.000;0.321;1.000;;;;;;;;;
Pesymistyczny;40000;50;Multiplicative;SeparateChain;1.576;0.000;1.937;1.000;;;;;;;;;
Pesymistyczny;40000;50;Multiplicative;TwoChoice;0.383;0.000;0.528;1.000;;;;;;;;;
Pesymistyczny;40000;50;XOR+Shift;Linear;42.277;838.348;24.002;838.348;;;;;;;;;
Pesymistyczny;40000;50;XOR+Shift;Quadratic;1.797;16.493;1.488;16.493;;;;;;;;;
Pesymistyczny;40000;50;XOR+Shift;RobinHood;248.656;838.348;37.350;838.348;;;;;;;;;
Pesymistyczny;40000;50;XOR+Shift;SeparateChain;0.781;0.390;0.569;1.390;;;;;;;;;
Pesymistyczny;40000;50;XOR+Shift;TwoChoice;48.788;837.348;0.510;3.302;;;;;;;;;
Pesymistyczny;40000;50;Universal;Linear;0.200;1.051;0.184;1.051;;;;;;;;;
Pesymistyczny;40000;50;Universal;Quadratic;0.211;1.051;0.194;1.051;;;;;;;;;
Pesymistyczny;40000;50;Universal;RobinHood;0.249;1.051;0.188;1.051;;;;;;;;;
Pesymistyczny;40000;50;Universal;SeparateChain;1.116;0.051;1.668;1.051;;;;;;;;;
Pesymistyczny;40000;50;Universal;TwoChoice;0.421;0.023;0.458;1.078;;;;;;;;;
Pesymistyczny;40000;75;Modular;Linear;978.883;15000.500;1365.776;15000.500;;;;;;;;;
Pesymistyczny;40000;75;Modular;Quadratic;5299.056;36094.533;4296.770;36094.533;;;;;;;;;
Pesymistyczny;40000;75;Modular;RobinHood;5698.211;15000.500;620.932;15000.500;;;;;;;;;
Pesymistyczny;40000;75;Modular;SeparateChain;1124.284;14999.500;1502.474;15000.500;;;;;;;;;
Pesymistyczny;40000;75;Modular;TwoChoice;334.718;6541.592;0.560;2.660;;;;;;;;;
Pesymistyczny;40000;75;Multiplicative;Linear;0.957;1.075;0.561;1.075;;;;;;;;;
Pesymistyczny;40000;75;Multiplicative;Quadratic;0.593;1.075;0.570;1.075;;;;;;;;;
Pesymistyczny;40000;75;Multiplicative;RobinHood;0.801;1.075;0.574;1.075;;;;;;;;;
Pesymistyczny;40000;75;Multiplicative;SeparateChain;2.841;0.075;3.140;1.075;;;;;;;;;
Pesymistyczny;40000;75;Multiplicative;TwoChoice;0.405;0.359;0.397;1.133;;;;;;;;;
Pesymistyczny;40000;75;XOR+Shift;Linear;91.172;1695.752;86.657;1695.752;;;;;;;;;
Pesymistyczny;40000;75;XOR+Shift;Quadratic;3.910;22.676;2.562;22.676;;;;;;;;;
Pesymistyczny;40000;75;XOR+Shift;RobinHood;733.798;1695.752;252.674;1695.752;;;;;;;;;
Pesymistyczny;40000;75;XOR+Shift;SeparateChain;1.950;0.404;1.863;1.404;;;;;;;;;
Pesymistyczny;40000;75;XOR+Shift;TwoChoice;166.709;1694.752;0.739;3.238;;;;;;;;;
Pesymistyczny;40000;75;Universal;Linear;0.569;1.080;0.557;1.080;;;;;;;;;
Pesymistyczny;40000;75;Universal;Quadratic;0.940;1.140;0.570;1.140;;;;;;;;;
Pesymistyczny;40000;75;Universal;RobinHood;0.712;1.080;0.561;1.080;;;;;;;;;
Pesymistyczny;40000;75;Universal;SeparateChain;3.030;0.060;1.208;1.060;;;;;;;;;
Pesymistyczny;40000;75;Universal;TwoChoice;0.629;0.077;0.696;1.122;;;;;;;;;
Pesymistyczny;40000;90;Modular;Linear;922.004;18000.500;941.327;18000.500;;;;;;;;;
Pesymistyczny;40000;90;Modular;Quadratic;4781.542;36745.444;4827.588;36745.444;;;;;;;;;
Pesymistyczny;40000;90;Modular;RobinHood;7768.239;18000.500;984.260;18000.500;;;;;;;;;
Pesymistyczny;40000;90;Modular;SeparateChain;1692.561;17999.500;1561.549;18000.500;;;;;;;;;
Pesymistyczny;40000;90;Modular;TwoChoice;639.056;8388.141;0.961;2.677;;;;;;;;;
Pesymistyczny;40000;90;Multiplicative;Linear;0.635;1.119;0.626;1.119;;;;;;;;;
Pesymistyczny;40000;90;Multiplicative;Quadratic;0.646;1.119;0.660;1.119;;;;;;;;;
Pesymistyczny;40000;90;Multiplicative;RobinHood;1.107;1.119;0.692;1.119;;;;;;;;;
Pesymistyczny;40000;90;Multiplicative;SeparateChain;3.988;0.119;2.677;1.119;;;;;;;;;
Pesymistyczny;40000;90;Multiplicative;TwoChoice;0.951;2.265;0.775;1.233;;;;;;;;;
Pesymistyczny;40000;90;XOR+Shift;Linear;164.284;1604.081;105.775;1604.081;;;;;;;;;
Pesymistyczny;40000;90;XOR+Shift;Quadratic;3.897;22.051;3.244;22.051;;;;;;;;;
Pesymistyczny;40000;90;XOR+Shift;RobinHood;975.150;1604.081;195.100;1604.081;;;;;;;;;
Pesymistyczny;40000;90;XOR+Shift;SeparateChain;2.424;0.394;2.169;1.394;;;;;;;;;
Pesymistyczny;40000;90;XOR+Shift;TwoChoice;185.802;1603.081;2.328;3.241;;;;;;;;;
Pesymistyczny;40000;90;Universal;Linear;0.873;1.402;0.872;1.402;;;;;;;;;
Pesymistyczny;40000;90;Universal;Quadratic;0.860;1.405;0.821;1.405;;;;;;;;;
Pesymistyczny;40000;90;Universal;RobinHood;1.543;1.402;1.222;1.402;;;;;;;;;
Pesymistyczny;40000;90;Universal;SeparateChain;6.824;0.063;3.565;1.063;;;;;;;;;
Pesymistyczny;40000;90;Universal;TwoChoice;0.970;0.306;1.235;1.180;;;;;;;;;
Pesymistyczny;40000;99;Modular;Linear;2624.004;19800.500;1837.408;19800.500;;;;;;;;;
Pesymistyczny;40000;99;Modular;Quadratic;5861.486;37041.313;3967.588;37041.313;;;;;;;;;
Pesymistyczny;40000;99;Modular;RobinHood;9509.884;19800.500;1262.466;19800.500;;;;;;;;;
Pesymistyczny;40000;99;Modular;SeparateChain;2420.996;19799.500;2304.595;19800.500;;;;;;;;;
Pesymistyczny;40000;99;Modular;TwoChoice;1134.685;10481.793;1.170;2.705;;;;;;;;;
Pesymistyczny;40000;99;Multiplicative;Linear;0.680;1.150;0.634;1.150;;;;;;;;;
Pesymistyczny;40000;99;Multiplicative;Quadratic;0.664;1.150;0.643;1.150;;;;;;;;;
Pesymistyczny;40000;99;Multiplicative;RobinHood;0.948;1.150;0.635;1.150;;;;;;;;;
Pesymistyczny;40000;99;Multiplicative;SeparateChain;4.081;0.150;2.959;1.150;;;;;;;;;
Pesymistyczny;40000;99;Multiplicative;TwoChoice;7.874;39.197;0.977;1.324;;;;;;;;;
Pesymistyczny;40000;99;XOR+Shift;Linear;213.494;1947.780;107.414;1947.780;;;;;;;;;
Pesymistyczny;40000;99;XOR+Shift;Quadratic;5.092;25.627;3.898;25.627;;;;;;;;;
Pesymistyczny;40000;99;XOR+Shift;RobinHood;912.562;1947.780;148.232;1947.780;;;;;;;;;
Pesymistyczny;40000;99;XOR+Shift;SeparateChain;2.661;0.413;1.562;1.413;;;;;;;;;
Pesymistyczny;40000;99;XOR+Shift;TwoChoice;121.524;1946.780;1.357;3.344;;;;;;;;;
Pesymistyczny;40000;99;Universal;Linear;1.056;3.125;0.960;3.125;;;;;;;;;
Pesymistyczny;40000;99;Universal;Quadratic;0.695;2.935;0.695;2.935;;;;;;;;;
Pesymistyczny;40000;99;Universal;RobinHood;2.612;3.125;1.815;3.125;;;;;;;;;
Pesymistyczny;40000;99;Universal;SeparateChain;3.092;0.074;1.535;1.074;;;;;;;;;
Pesymistyczny;40000;99;Universal;TwoChoice;1.319;3.147;1.015;1.263;;;;;;;;;
Pesymistyczny;50000;25;Modular;Linear;110.151;6250.500;108.994;6250.500;;;;;;;;;
Pesymistyczny;50000;25;Modular;Quadratic;916.160;30570.060;1258.974;30570.060;;;;;;;;;
Pesymistyczny;50000;25;Modular;RobinHood;1299.125;6250.500;215.887;6250.500;;;;;;;;;
Pesymistyczny;50000;25;Modular;SeparateChain;273.231;6249.500;237.940;6250.500;;;;;;;;;
Pesymistyczny;50000;25;Modular;TwoChoice;58.990;1338.343;0.410;2.361;;;;;;;;;
Pesymistyczny;50000;25;Multiplicative;Linear;0.261;1.047;0.238;1.047;;;;;;;;;
Pesymistyczny;50000;25;Multiplicative;Quadratic;0.308;1.047;0.249;1.047;;;;;;;;;
Pesymistyczny;50000;25;Multiplicative;RobinHood;0.337;1.047;0.237;1.047;;;;;;;;;
Pesymistyczny;50000;25;Multiplicative;SeparateChain;1.694;0.047;2.112;1.047;;;;;;;;;
Pesymistyczny;50000;25;Multiplicative;TwoChoice;0.286;0.014;0.333;1.061;;;;;;;;;
Pesymistyczny;50000;25;XOR+Shift;Linear;11.214;186.167;8.984;186.167;;;;;;;;;
Pesymistyczny;50000;25;XOR+Shift;Quadratic;0.617;5.914;0.611;5.914;;;;;;;;;
Pesymistyczny;50000;25;XOR+Shift;RobinHood;44.357;186.167;14.680;186.167;;;;;;;;;
Pesymistyczny;50000;25;XOR+Shift;SeparateChain;0.984;0.311;0.854;1.311;;;;;;;;;
Pesymistyczny;50000;25;XOR+Shift;TwoChoice;9.302;185.167;0.411;1.800;;;;;;;;;
Pesymistyczny;50000;25;Universal;Linear;0.251;1.000;0.229;1.000;;;;;;;;;
Pesymistyczny;50000;25;Universal;Quadratic;0.243;1.000;0.230;1.000;;;;;;;;;
Pesymistyczny;50000;25;Universal;RobinHood;0.307;1.000;0.230;1.000;;;;;;;;;
Pesymistyczny;50000;25;Universal;SeparateChain;3.203;0.000;1.399;1.000;;;;;;;;;
Pesymistyczny;50000;25;Universal;TwoChoice;0.314;0.000;0.346;1.000;;;;;;;;;
Pesymistyczny;50000;50;Modular;Linear;980.933;12500.500;719.136;12500.500;;;;;;;;;
Pesymistyczny;50000;50;Modular;Quadratic;5064.815;40285.030;3949.712;40285.030;;;;;;;;;
Pesymistyczny;50000;50;Modular;RobinHood;3505.184;12500.500;705.597;12500.500;;;;;;;;;
Pesymistyczny;50000;50;Modular;SeparateChain;1234.478;12499.500;857.809;12500.500;;;;;;;;;
Pesymistyczny;50000;50;Modular;TwoChoice;207.434;2826.737;0.693;2.378;;;;;;;;;
Pesymistyczny;50000;50;Multiplicative;Linear;0.679;1.568;0.479;1.568;;;;;;;;;
Pesymistyczny;50000;50;Multiplicative;Quadratic;0.494;1.675;0.483;1.675;;;;;;;;;
Pesymistyczny;50000;50;Multiplicative;RobinHood;0.787;1.568;0.409;1.568;;;;;;;;;
Pesymistyczny;50000;50;Multiplicative;SeparateChain;2.281;0.568;2.025;1.568;;;;;;;;;
Pesymistyczny;50000;50;Multiplicative;TwoChoice;0.650;0.248;0.674;1.726;;;;;;;;;
Pesymistyczny;50000;50;XOR+Shift;Linear;29.427;369.611;15.229;369.611;;;;;;;;;
Pesymistyczny;50000;50;XOR+Shift;Quadratic;1.235;7.776;1.091;7.776;;;;;;;;;
Pesymistyczny;50000;50;XOR+Shift;RobinHood;162.365;369.611;53.086;369.611;;;;;;;;;
Pesymistyczny;50000;50;XOR+Shift;SeparateChain;1.995;0.344;1.127;1.344;;;;;;;;;
Pesymistyczny;50000;50;XOR+Shift;TwoChoice;25.951;368.611;0.710;1.836;;;;;;;;;
Pesymistyczny;50000;50;Universal;Linear;0.514;1.000;0.423;1.000;;;;;;;;;
Pesymistyczny;50000;50;Universal;Quadratic;0.417;1.000;0.395;1.000;;;;;;;;;
Pesymistyczny;50000;50;Universal;RobinHood;0.526;1.000;0.390;1.000;;;;;;;;;
Pesymistyczny;50000;50;Universal;SeparateChain;2.206;0.000;1.750;1.000;;;;;;;;;
Pesymistyczny;50000;50;Universal;TwoChoice;0.482;0.000;0.523;1.000;;;;;;;;;
Pesymistyczny;50000;75;Modular;Linear;1986.221;18750.500;2113.829;18750.500;;;;;;;;;
Pesymistyczny;50000;75;Modular;Quadratic;8272.394;43523.353;5827.863;43523.353;;;;;;;;;
Pesymistyczny;50000;75;Modular;RobinHood;8031.078;18750.500;1273.056;18750.500;;;;;;;;;
Pesymistyczny;50000;75;Modular;SeparateChain;1722.686;18749.500;2334.016;18750.500;;;;;;;;;
Pesymistyczny;50000;75;Modular;TwoChoice;663.343;5101.244;1.130;2.417;;;;;;;;;
Pesymistyczny;50000;75;Multiplicative;Linear;0.867;2.090;0.810;2.090;;;;;;;;;
Pesymistyczny;50000;75;Multiplicative;Quadratic;1.214;3.015;1.051;3.015;;;;;;;;;
Pesymistyczny;50000;75;Multiplicative;RobinHood;1.954;2.090;0.826;2.090;;;;;;;;;
Pesymistyczny;50000;75;Multiplicative;SeparateChain;4.341;1.088;3.190;2.088;;;;;;;;;
Pesymistyczny;50000;75;Multiplicative;TwoChoice;1.193;0.678;1.175;2.025;;;;;;;;;
Pesymistyczny;50000;75;XOR+Shift;Linear;44.286;364.379;33.711;364.379;;;;;;;;;
Pesymistyczny;50000;75;XOR+Shift;Quadratic;1.912;7.981;1.707;7.981;;;;;;;;;
Pesymistyczny;50000;75;XOR+Shift;RobinHood;244.869;364.379;78.929;364.379;;;;;;;;;
Pesymistyczny;50000;75;XOR+Shift;SeparateChain;3.952;0.395;2.910;1.395;;;;;;;;;
Pesymistyczny;50000;75;XOR+Shift;TwoChoice;45.045;363.379;1.159;1.907;;;;;;;;;
Pesymistyczny;50000;75;Universal;Linear;1.004;1.000;0.645;1.000;;;;;;;;;
Pesymistyczny;50000;75;Universal;Quadratic;0.627;1.000;0.612;1.000;;;;;;;;;
Pesymistyczny;50000;75;Universal;RobinHood;0.824;1.000;0.861;1.000;;;;;;;;;
Pesymistyczny;50000;75;Universal;SeparateChain;3.137;0.000;3.260;1.000;;;;;;;;;
Pesymistyczny;50000;75;Universal;TwoChoice;0.772;0.000;0.826;1.000;;;;;;;;;
Pesymistyczny;50000;90;Modular;Linear;1934.201;21010.651;1973.425;21010.651;;;;;;;;;
Pesymistyczny;50000;90;Modular;Quadratic;8589.615;42386.018;6850.791;42386.018;;;;;;;;;
Pesymistyczny;50000;90;Modular;RobinHood;12212.106;21010.651;2085.518;21010.651;;;;;;;;;
Pesymistyczny;50000;90;Modular;SeparateChain;2684.432;20542.889;2509.354;20543.889;;;;;;;;;
Pesymistyczny;50000;90;Modular;TwoChoice;840.940;7141.806;0.825;2.485;;;;;;;;;
Pesymistyczny;50000;90;Multiplicative;Linear;0.981;2.377;0.991;2.377;;;;;;;;;
Pesymistyczny;50000;90;Multiplicative;Quadratic;1.351;3.880;1.294;3.880;;;;;;;;;
Pesymistyczny;50000;90;Multiplicative;RobinHood;2.707;2.377;1.050;2.377;;;;;;;;;
Pesymistyczny;50000;90;Multiplicative;SeparateChain;4.830;1.266;4.000;2.266;;;;;;;;;
Pesymistyczny;50000;90;Multiplicative;TwoChoice;2.228;2.227;1.495;2.138;;;;;;;;;
Pesymistyczny;50000;90;XOR+Shift;Linear;178.945;1253.837;137.144;1253.837;;;;;;;;;
Pesymistyczny;50000;90;XOR+Shift;Quadratic;3.494;14.753;3.074;14.753;;;;;;;;;
Pesymistyczny;50000;90;XOR+Shift;RobinHood;1124.243;1253.837;291.835;1253.837;;;;;;;;;
Pesymistyczny;50000;90;XOR+Shift;SeparateChain;3.823;0.482;2.936;1.482;;;;;;;;;
Pesymistyczny;50000;90;XOR+Shift;TwoChoice;152.765;1252.837;1.594;2.076;;;;;;;;;
Pesymistyczny;50000;90;Universal;Linear;1.038;1.580;1.107;1.580;;;;;;;;;
Pesymistyczny;50000;90;Universal;Quadratic;0.942;1.503;0.876;1.503;;;;;;;;;
Pesymistyczny;50000;90;Universal;RobinHood;2.158;1.580;1.077;1.580;;;;;;;;;
Pesymistyczny;50000;90;Universal;SeparateChain;4.527;0.060;3.349;1.060;;;;;;;;;
Pesymistyczny;50000;90;Universal;TwoChoice;0.952;0.508;0.972;1.114;;;;;;;;;
Pesymistyczny;50000;99;Modular;Linear;2941.747;20423.001;2249.174;20423.001;;;;;;;;;
Pesymistyczny;50000;99;Modular;Quadratic;8129.991;40597.286;6400.216;40597.286;;;;;;;;;
Pesymistyczny;50000;99;Modular;RobinHood;13122.946;20423.001;1850.764;20423.001;;;;;;;;;
Pesymistyczny;50000;99;Modular;SeparateChain;2666.111;19066.217;3104.477;19067.217;;;;;;;;;
Pesymistyczny;50000;99;Modular;TwoChoice;920.098;7253.120;1.250;2.525;;;;;;;;;
Pesymistyczny;50000;99;Multiplicative;Linear;0.779;3.559;0.961;3.559;;;;;;;;;
Pesymistyczny;50000;99;Multiplicative;Quadratic;1.842;5.236;1.709;5.236;;;;;;;;;
Pesymistyczny;50000;99;Multiplicative;RobinHood;3.812;3.559;1.434;3.559;;;;;;;;;
Pesymistyczny;50000;99;Multiplicative;SeparateChain;4.443;1.151;3.212;2.151;;;;;;;;;
Pesymistyczny;50000;99;Multiplicative;TwoChoice;27.372;344.880;1.401;2.190;;;;;;;;;
Pesymistyczny;50000;99;XOR+Shift;Linear;234.826;2908.856;228.748;2908.856;;;;;;;;;
Pesymistyczny;50000;99;XOR+Shift;Quadratic;4.468;24.495;4.420;24.495;;;;;;;;;
Pesymistyczny;50000;99;XOR+Shift;RobinHood;3186.626;2908.856;893.768;2908.856;;;;;;;;;
Pesymistyczny;50000;99;XOR+Shift;SeparateChain;4.277;0.527;2.998;1.527;;;;;;;;;
Pesymistyczny;50000;99;XOR+Shift;TwoChoice;243.968;2907.856;1.420;2.207;;;;;;;;;
Pesymistyczny;50000;99;Universal;Linear;1.446;2.976;1.298;2.976;;;;;;;;;
Pesymistyczny;50000;99;Universal;Quadratic;1.568;3.386;1.485;3.386;;;;;;;;;
Pesymistyczny;50000;99;Universal;RobinHood;3.380;2.976;2.070;2.976;;;;;;;;;
Pesymistyczny;50000;99;Universal;SeparateChain;5.975;0.132;4.397;1.132;;;;;;;;;
Pesymistyczny;50000;99;Universal;TwoChoice;1.745;2.890;1.668;1.274;;;;;;;;;
Pesymistyczny;60000;25;Modular;Linear;201.432;7500.500;193.258;7500.500;;;;;;;;;
Pesymistyczny;60000;25;Modular;Quadratic;2137.915;46130.761;3136.529;46130.761;;;;;;;;;
Pesymistyczny;60000;25;Modular;RobinHood;1647.055;7500.500;261.057;7500.500;;;;;;;;;
Pesymistyczny;60000;25;Modular;SeparateChain;323.679;7499.500;293.794;7500.500;;;;;;;;;
Pesymistyczny;60000;25;Modular;TwoChoice;41.175;918.858;0.388;2.255;;;;;;;;;
Pesymistyczny;60000;25;Multiplicative;Linear;0.262;1.000;0.243;1.000;;;;;;;;;
Pesymistyczny;60000;25;Multiplicative;Quadratic;0.282;1.000;0.247;1.000;;;;;;;;;
Pesymistyczny;60000;25;Multiplicative;RobinHood;0.692;1.000;0.274;1.000;;;;;;;;;
Pesymistyczny;60000;25;Multiplicative;SeparateChain;1.164;0.000;0.567;1.000;;;;;;;;;
Pesymistyczny;60000;25;Multiplicative;TwoChoice;0.300;0.000;0.357;1.000;;;;;;;;;
Pesymistyczny;60000;25;XOR+Shift;Linear;0.624;7.952;0.552;7.952;;;;;;;;;
Pesymistyczny;60000;25;XOR+Shift;Quadratic;0.358;1.911;0.353;1.911;;;;;;;;;
Pesymistyczny;60000;25;XOR+Shift;RobinHood;1.987;7.952;0.973;7.952;;;;;;;;;
Pesymistyczny;60000;25;XOR+Shift;SeparateChain;1.061;0.215;0.898;1.215;;;;;;;;;
Pesymistyczny;60000;25;XOR+Shift;TwoChoice;0.674;6.952;0.369;1.495;;;;;;;;;
Pesymistyczny;60000;25;Universal;Linear;0.254;1.000;0.234;1.000;;;;;;;;;
Pesymistyczny;60000;25;Universal;Quadratic;0.264;1.000;0.265;1.000;;;;;;;;;
Pesymistyczny;60000;25;Universal;RobinHood;0.320;1.000;0.243;1.000;;;;;;;;;
Pesymistyczny;60000;25;Universal;SeparateChain;2.147;0.000;1.519;1.000;;;;;;;;;
Pesymistyczny;60000;25;Universal;TwoChoice;0.285;0.000;0.336;1.000;;;;;;;;;
Pesymistyczny;60000;50;Modular;Linear;1270.513;15000.500;1207.692;15000.500;;;;;;;;;
Pesymistyczny;60000;50;Modular;Quadratic;8500.528;53065.381;5730.697;53065.381;;;;;;;;;
Pesymistyczny;60000;50;Modular;RobinHood;4835.166;15000.500;745.432;15000.500;;;;;;;;;
Pesymistyczny;60000;50;Modular;SeparateChain;1268.436;14999.500;1200.833;15000.500;;;;;;;;;
Pesymistyczny;60000;50;Modular;TwoChoice;179.940;2007.332;0.804;2.271;;;;;;;;;
Pesymistyczny;60000;50;Multiplicative;Linear;0.523;1.000;0.485;1.000;;;;;;;;;
Pesymistyczny;60000;50;Multiplicative;Quadratic;0.520;1.000;0.493;1.000;;;;;;;;;
Pesymistyczny;60000;50;Multiplicative;RobinHood;0.726;1.000;0.512;1.000;;;;;;;;;
Pesymistyczny;60000;50;Multiplicative;SeparateChain;2.745;0.000;2.828;1.000;;;;;;;;;
Pesymistyczny;60000;50;Multiplicative;TwoChoice;1.397;0.000;1.211;1.000;;;;;;;;;
Pesymistyczny;60000;50;XOR+Shift;Linear;2.735;14.996;1.837;14.996;;;;;;;;;
Pesymistyczny;60000;50;XOR+Shift;Quadratic;0.781;2.098;0.763;2.098;;;;;;;;;
Pesymistyczny;60000;50;XOR+Shift;RobinHood;8.480;14.996;3.605;14.996;;;;;;;;;
Pesymistyczny;60000;50;XOR+Shift;SeparateChain;2.131;0.235;1.911;1.235;;;;;;;;;
Pesymistyczny;60000;50;XOR+Shift;TwoChoice;2.073;13.996;0.789;1.552;;;;;;;;;
Pesymistyczny;60000;50;Universal;Linear;0.518;1.000;0.472;1.000;;;;;;;;;
Pesymistyczny;60000;50;Universal;Quadratic;0.507;1.000;0.474;1.000;;;;;;;;;
Pesymistyczny;60000;50;Universal;RobinHood;0.640;1.000;0.469;1.000;;;;;;;;;
Pesymistyczny;60000;50;Universal;SeparateChain;3.235;0.000;2.375;1.000;;;;;;;;;
Pesymistyczny;60000;50;Universal;TwoChoice;0.563;0.000;0.623;1.000;;;;;;;;;
Pesymistyczny;60000;75;Modular;Linear;2453.307;19900.979;1253.463;19900.979;;;;;;;;;
Pesymistyczny;60000;75;Modular;Quadratic;6452.655;-44489.001;6526.825;-44489.001;;;;;;;;;
Pesymistyczny;60000;75;Modular;RobinHood;11942.507;19900.979;2071.028;19900.979;;;;;;;;;
Pesymistyczny;60000;75;Modular;SeparateChain;2067.843;15175.661;1879.542;15176.661;;;;;;;;;
Pesymistyczny;60000;75;Modular;TwoChoice;502.387;3982.391;1.430;3.108;;;;;;;;;
Pesymistyczny;60000;75;Multiplicative;Linear;0.983;1.161;1.284;1.161;;;;;;;;;
Pesymistyczny;60000;75;Multiplicative;Quadratic;0.842;1.115;0.757;1.115;;;;;;;;;
Pesymistyczny;60000;75;Multiplicative;RobinHood;1.127;1.161;0.748;1.161;;;;;;;;;
Pesymistyczny;60000;75;Multiplicative;SeparateChain;4.289;0.030;4.613;1.030;;;;;;;;;
Pesymistyczny;60000;75;Multiplicative;TwoChoice;0.869;0.116;0.974;1.055;;;;;;;;;
Pesymistyczny;60000;75;XOR+Shift;Linear;89.320;673.395;59.292;673.395;;;;;;;;;
Pesymistyczny;60000;75;XOR+Shift;Quadratic;2.400;8.603;2.177;8.603;;;;;;;;;
Pesymistyczny;60000;75;XOR+Shift;RobinHood;594.590;673.395;176.109;673.395;;;;;;;;;
Pesymistyczny;60000;75;XOR+Shift;SeparateChain;3.637;0.343;3.133;1.343;;;;;;;;;
Pesymistyczny;60000;75;XOR+Shift;TwoChoice;79.136;672.395;1.511;1.826;;;;;;;;;
Pesymistyczny;60000;75;Universal;Linear;0.906;1.566;0.834;1.566;;;;;;;;;
Pesymistyczny;60000;75;Universal;Quadratic;0.841;1.442;0.804;1.442;;;;;;;;;
Pesymistyczny;60000;75;Universal;RobinHood;1.455;1.566;0.946;1.566;;;;;;;;;
Pesymistyczny;60000;75;Universal;SeparateChain;5.877;0.125;3.444;1.125;;;;;;;;;
Pesymistyczny;60000;75;Universal;TwoChoice;1.000;0.374;1.087;1.227;;;;;;;;;
Pesymistyczny;60000;90;Modular;Linear;1790.531;22716.899;3352.491;22716.899;;;;;;;;;
Pesymistyczny;60000;90;Modular;Quadratic;9606.372;-27074.167;10989.756;-27074.167;;;;;;;;;
Pesymistyczny;60000;90;Modular;RobinHood;16650.621;22716.899;2715.747;22716.899;;;;;;;;;
Pesymistyczny;60000;90;Modular;SeparateChain;3269.951;14930.968;2183.173;14931.968;;;;;;;;;
