Przypadek;Rozmiar;Wype³nienie;Funkcja;Strategia;CzasInsert[ms];AvgInsertProbes;CzasRemove[ms];AvgRemoveProbes;;;;;;;;;
Œredni;10000;90;Multiplicative;Linear;0.345;1.195;0.114;1.195;;;;;;;;;
Œredni;10000;90;Multiplicative;Quadratic;0.176;1.694;0.167;1.694;;;;;;;;;
Œredni;10000;90;Multiplicative;RobinHood;0.125;1.195;0.092;1.195;;;;;;;;;
Œredni;10000;90;Multiplicative;SeparateChain;0.474;0.084;0.344;1.084;;;;;;;;;
Œredni;10000;90;Multiplicative;TwoChoice;0.191;0.303;0.197;1.182;;;;;;;;;
Œredni;10000;90;XOR+Shift;Linear;0.090;1.000;0.098;1.000;;;;;;;;;
Œredni;10000;90;XOR+Shift;Quadratic;0.113;1.000;0.116;1.000;;;;;;;;;
Œredni;10000;90;XOR+Shift;RobinHood;0.106;1.000;0.098;1.000;;;;;;;;;
Œredni;10000;90;XOR+Shift;SeparateChain;0.389;0.000;0.276;1.000;;;;;;;;;
Œredni;10000;90;XOR+Shift;TwoChoice;0.177;0.000;0.170;1.000;;;;;;;;;
Œredni;10000;90;Universal;Linear;0.160;1.404;0.149;1.404;;;;;;;;;
Œredni;10000;90;Universal;Quadratic;0.218;1.698;0.197;1.698;;;;;;;;;
Œredni;10000;90;Universal;RobinHood;0.606;1.404;0.212;1.404;;;;;;;;;
Œredni;10000;90;Universal;SeparateChain;0.542;0.067;0.656;1.067;;;;;;;;;
Œredni;10000;90;Universal;TwoChoice;0.181;0.421;0.187;1.126;;;;;;;;;
Œredni;10000;99;Modular;Linear;0.100;1.000;0.108;1.000;;;;;;;;;
Œredni;10000;99;Modular;Quadratic;0.098;1.000;0.123;1.000;;;;;;;;;
Œredni;10000;99;Modular;RobinHood;0.127;1.000;0.112;1.000;;;;;;;;;
Œredni;10000;99;Modular;SeparateChain;0.450;0.000;0.370;1.000;;;;;;;;;
Œredni;10000;99;Modular;TwoChoice;0.145;0.000;0.153;1.000;;;;;;;;;
Œredni;10000;99;Multiplicative;Linear;0.184;1.503;0.174;1.503;;;;;;;;;
Œredni;10000;99;Multiplicative;Quadratic;0.305;4.124;0.268;4.124;;;;;;;;;
Œredni;10000;99;Multiplicative;RobinHood;0.376;1.503;0.394;1.503;;;;;;;;;
Œredni;10000;99;Multiplicative;SeparateChain;1.063;0.108;0.694;1.108;;;;;;;;;
Œredni;10000;99;Multiplicative;TwoChoice;2.055;46.173;0.262;1.284;;;;;;;;;
Œredni;10000;99;XOR+Shift;Linear;0.121;1.000;0.131;1.000;;;;;;;;;
Œredni;10000;99;XOR+Shift;Quadratic;0.143;1.000;0.127;1.000;;;;;;;;;
Œredni;10000;99;XOR+Shift;RobinHood;0.161;1.000;0.127;1.000;;;;;;;;;
Œredni;10000;99;XOR+Shift;SeparateChain;0.595;0.000;0.386;1.000;;;;;;;;;
Œredni;10000;99;XOR+Shift;TwoChoice;0.177;0.000;0.187;1.000;;;;;;;;;
Œredni;10000;99;Universal;Linear;0.299;3.468;0.270;3.468;;;;;;;;;
Œredni;10000;99;Universal;Quadratic;0.360;4.030;0.316;4.030;;;;;;;;;
Œredni;10000;99;Universal;RobinHood;0.876;3.468;0.609;3.468;;;;;;;;;
Œredni;10000;99;Universal;SeparateChain;0.931;0.118;0.663;1.118;;;;;;;;;
Œredni;10000;99;Universal;TwoChoice;1.159;24.138;0.254;1.269;;;;;;;;;
Œredni;20000;25;Modular;Linear;0.058;1.000;0.062;1.000;;;;;;;;;
Œredni;20000;25;Modular;Quadratic;0.101;1.000;0.067;1.000;;;;;;;;;
Œredni;20000;25;Modular;RobinHood;0.068;1.000;0.063;1.000;;;;;;;;;
Œredni;20000;25;Modular;SeparateChain;0.292;0.000;0.178;1.000;;;;;;;;;
Œredni;20000;25;Modular;TwoChoice;0.085;0.000;0.089;1.000;;;;;;;;;
Œredni;20000;25;Multiplicative;Linear;0.099;1.000;0.093;1.000;;;;;;;;;
Œredni;20000;25;Multiplicative;Quadratic;0.099;1.000;0.094;1.000;;;;;;;;;
Œredni;20000;25;Multiplicative;RobinHood;0.127;1.000;0.096;1.000;;;;;;;;;
Œredni;20000;25;Multiplicative;SeparateChain;0.482;0.000;0.327;1.000;;;;;;;;;
Œredni;20000;25;Multiplicative;TwoChoice;0.128;0.000;0.145;1.000;;;;;;;;;
Œredni;20000;25;XOR+Shift;Linear;0.060;1.000;0.157;1.000;;;;;;;;;
Œredni;20000;25;XOR+Shift;Quadratic;0.077;1.000;0.084;1.000;;;;;;;;;
Œredni;20000;25;XOR+Shift;RobinHood;0.092;1.000;0.083;1.000;;;;;;;;;
Œredni;20000;25;XOR+Shift;SeparateChain;0.556;0.000;0.196;1.000;;;;;;;;;
Œredni;20000;25;XOR+Shift;TwoChoice;0.128;0.000;0.135;1.000;;;;;;;;;
Œredni;20000;25;Universal;Linear;0.203;1.000;0.123;1.000;;;;;;;;;
Œredni;20000;25;Universal;Quadratic;0.126;1.000;0.134;1.000;;;;;;;;;
Œredni;20000;25;Universal;RobinHood;0.166;1.000;0.131;1.000;;;;;;;;;
Œredni;20000;25;Universal;SeparateChain;0.538;0.000;0.307;1.000;;;;;;;;;
Œredni;20000;25;Universal;TwoChoice;0.111;0.000;0.125;1.000;;;;;;;;;
Œredni;20000;50;Modular;Linear;0.134;1.000;0.143;1.000;;;;;;;;;
Œredni;20000;50;Modular;Quadratic;0.184;1.000;0.155;1.000;;;;;;;;;
Œredni;20000;50;Modular;RobinHood;0.176;1.000;0.167;1.000;;;;;;;;;
Œredni;20000;50;Modular;SeparateChain;0.569;0.000;0.438;1.000;;;;;;;;;
Œredni;20000;50;Modular;TwoChoice;0.171;0.000;0.180;1.000;;;;;;;;;
Œredni;20000;50;Multiplicative;Linear;0.197;1.000;0.186;1.000;;;;;;;;;
Œredni;20000;50;Multiplicative;Quadratic;0.204;1.000;0.196;1.000;;;;;;;;;
Œredni;20000;50;Multiplicative;RobinHood;0.258;1.000;0.190;1.000;;;;;;;;;
Œredni;20000;50;Multiplicative;SeparateChain;1.264;0.000;1.017;1.000;;;;;;;;;
Œredni;20000;50;Multiplicative;TwoChoice;0.320;0.000;0.385;1.000;;;;;;;;;
Œredni;20000;50;XOR+Shift;Linear;0.175;1.000;0.191;1.000;;;;;;;;;
Œredni;20000;50;XOR+Shift;Quadratic;0.325;1.000;0.193;1.000;;;;;;;;;
Œredni;20000;50;XOR+Shift;RobinHood;0.232;1.000;0.209;1.000;;;;;;;;;
Œredni;20000;50;XOR+Shift;SeparateChain;0.589;0.000;0.245;1.000;;;;;;;;;
Œredni;20000;50;XOR+Shift;TwoChoice;0.181;0.000;0.199;1.000;;;;;;;;;
Œredni;20000;50;Universal;Linear;0.248;1.000;0.231;1.000;;;;;;;;;
Œredni;20000;50;Universal;Quadratic;0.250;1.000;0.233;1.000;;;;;;;;;
Œredni;20000;50;Universal;RobinHood;0.271;1.000;0.208;1.000;;;;;;;;;
Œredni;20000;50;Universal;SeparateChain;0.843;0.000;0.597;1.000;;;;;;;;;
Œredni;20000;50;Universal;TwoChoice;0.209;0.000;0.229;1.000;;;;;;;;;
Œredni;20000;75;Modular;Linear;0.173;1.000;0.188;1.000;;;;;;;;;
Œredni;20000;75;Modular;Quadratic;0.181;1.000;0.208;1.000;;;;;;;;;
Œredni;20000;75;Modular;RobinHood;0.221;1.000;0.202;1.000;;;;;;;;;
Œredni;20000;75;Modular;SeparateChain;1.643;0.000;1.038;1.000;;;;;;;;;
Œredni;20000;75;Modular;TwoChoice;0.367;0.000;0.388;1.000;;;;;;;;;
Œredni;20000;75;Multiplicative;Linear;0.396;1.049;0.362;1.049;;;;;;;;;
Œredni;20000;75;Multiplicative;Quadratic;0.523;1.049;0.412;1.049;;;;;;;;;
Œredni;20000;75;Multiplicative;RobinHood;0.518;1.049;0.380;1.049;;;;;;;;;
Œredni;20000;75;Multiplicative;SeparateChain;2.172;0.049;1.759;1.049;;;;;;;;;
Œredni;20000;75;Multiplicative;TwoChoice;0.590;0.041;0.623;1.087;;;;;;;;;
Œredni;20000;75;XOR+Shift;Linear;0.274;1.000;0.302;1.000;;;;;;;;;
Œredni;20000;75;XOR+Shift;Quadratic;0.315;1.000;0.347;1.000;;;;;;;;;
Œredni;20000;75;XOR+Shift;RobinHood;0.455;1.000;0.435;1.000;;;;;;;;;
Œredni;20000;75;XOR+Shift;SeparateChain;1.538;0.000;0.955;1.000;;;;;;;;;
Œredni;20000;75;XOR+Shift;TwoChoice;0.406;0.000;0.427;1.000;;;;;;;;;
Œredni;20000;75;Universal;Linear;0.696;1.183;0.473;1.183;;;;;;;;;
Œredni;20000;75;Universal;Quadratic;0.536;1.244;0.504;1.244;;;;;;;;;
Œredni;20000;75;Universal;RobinHood;0.726;1.183;0.447;1.183;;;;;;;;;
Œredni;20000;75;Universal;SeparateChain;1.336;0.049;0.896;1.049;;;;;;;;;
Œredni;20000;75;Universal;TwoChoice;0.328;0.139;0.355;1.086;;;;;;;;;
Œredni;20000;90;Modular;Linear;0.255;1.000;0.410;1.000;;;;;;;;;
Œredni;20000;90;Modular;Quadratic;0.332;1.000;0.245;1.000;;;;;;;;;
Œredni;20000;90;Modular;RobinHood;0.272;1.000;0.273;1.000;;;;;;;;;
Œredni;20000;90;Modular;SeparateChain;1.723;0.000;1.253;1.000;;;;;;;;;
Œredni;20000;90;Modular;TwoChoice;0.609;0.000;0.686;1.000;;;;;;;;;
Œredni;20000;90;Multiplicative;Linear;0.926;1.119;0.713;1.119;;;;;;;;;
Œredni;20000;90;Multiplicative;Quadratic;0.772;1.146;0.784;1.146;;;;;;;;;
Œredni;20000;90;Multiplicative;RobinHood;1.051;1.119;0.677;1.119;;;;;;;;;
Œredni;20000;90;Multiplicative;SeparateChain;4.264;0.079;3.157;1.079;;;;;;;;;
Œredni;20000;90;Multiplicative;TwoChoice;0.467;0.168;0.507;1.160;;;;;;;;;
Œredni;20000;90;XOR+Shift;Linear;0.217;1.000;0.237;1.000;;;;;;;;;
Œredni;20000;90;XOR+Shift;Quadratic;0.221;1.000;0.240;1.000;;;;;;;;;
Œredni;20000;90;XOR+Shift;RobinHood;0.267;1.000;0.237;1.000;;;;;;;;;
Œredni;20000;90;XOR+Shift;SeparateChain;1.144;0.000;1.502;1.000;;;;;;;;;
Œredni;20000;90;XOR+Shift;TwoChoice;0.405;0.000;0.455;1.000;;;;;;;;;
Œredni;20000;90;Universal;Linear;0.571;1.642;0.565;1.642;;;;;;;;;
Œredni;20000;90;Universal;Quadratic;0.619;1.676;0.503;1.676;;;;;;;;;
Œredni;20000;90;Universal;RobinHood;0.888;1.642;0.593;1.642;;;;;;;;;
Œredni;20000;90;Universal;SeparateChain;1.637;0.127;1.913;1.127;;;;;;;;;
Œredni;20000;90;Universal;TwoChoice;0.503;1.020;0.486;1.251;;;;;;;;;
Œredni;20000;99;Modular;Linear;0.230;1.000;0.248;1.000;;;;;;;;;
Œredni;20000;99;Modular;Quadratic;0.232;1.000;0.265;1.000;;;;;;;;;
Œredni;20000;99;Modular;RobinHood;0.292;1.000;0.249;1.000;;;;;;;;;
Œredni;20000;99;Modular;SeparateChain;1.570;0.000;1.047;1.000;;;;;;;;;
Œredni;20000;99;Modular;TwoChoice;0.341;0.000;0.359;1.000;;;;;;;;;
Œredni;20000;99;Multiplicative;Linear;0.481;1.604;0.440;1.604;;;;;;;;;
Œredni;20000;99;Multiplicative;Quadratic;0.597;2.808;0.554;2.808;;;;;;;;;
Œredni;20000;99;Multiplicative;RobinHood;0.811;1.604;0.480;1.604;;;;;;;;;
Œredni;20000;99;Multiplicative;SeparateChain;2.480;0.133;1.532;1.133;;;;;;;;;
Œredni;20000;99;Multiplicative;TwoChoice;7.994;65.198;0.681;1.292;;;;;;;;;
Œredni;20000;99;XOR+Shift;Linear;0.290;1.000;0.317;1.000;;;;;;;;;
Œredni;20000;99;XOR+Shift;Quadratic;0.295;1.000;0.325;1.000;;;;;;;;;
Œredni;20000;99;XOR+Shift;RobinHood;0.318;1.000;0.291;1.000;;;;;;;;;
Œredni;20000;99;XOR+Shift;SeparateChain;1.689;0.000;1.626;1.000;;;;;;;;;
Œredni;20000;99;XOR+Shift;TwoChoice;0.587;0.000;0.597;1.000;;;;;;;;;
Œredni;20000;99;Universal;Linear;0.910;3.247;0.839;3.247;;;;;;;;;
Œredni;20000;99;Universal;Quadratic;0.931;3.137;0.945;3.137;;;;;;;;;
Œredni;20000;99;Universal;RobinHood;2.703;3.247;1.751;3.247;;;;;;;;;
Œredni;20000;99;Universal;SeparateChain;2.561;0.171;2.266;1.171;;;;;;;;;
Œredni;20000;99;Universal;TwoChoice;17.283;133.669;0.634;1.389;;;;;;;;;
Œredni;30000;25;Modular;Linear;0.088;1.000;0.094;1.000;;;;;;;;;
Œredni;30000;25;Modular;Quadratic;0.175;1.000;0.100;1.000;;;;;;;;;
Œredni;30000;25;Modular;RobinHood;0.108;1.000;0.094;1.000;;;;;;;;;
Œredni;30000;25;Modular;SeparateChain;0.544;0.000;0.263;1.000;;;;;;;;;
Œredni;30000;25;Modular;TwoChoice;0.128;0.000;0.135;1.000;;;;;;;;;
Œredni;30000;25;Multiplicative;Linear;0.150;1.000;0.141;1.000;;;;;;;;;
Œredni;30000;25;Multiplicative;Quadratic;0.167;1.000;0.142;1.000;;;;;;;;;
Œredni;30000;25;Multiplicative;RobinHood;0.228;1.000;0.192;1.000;;;;;;;;;
Œredni;30000;25;Multiplicative;SeparateChain;0.728;0.000;0.499;1.000;;;;;;;;;
Œredni;30000;25;Multiplicative;TwoChoice;0.168;0.000;0.202;1.000;;;;;;;;;
Œredni;30000;25;XOR+Shift;Linear;0.100;1.000;0.117;1.000;;;;;;;;;
Œredni;30000;25;XOR+Shift;Quadratic;0.121;1.000;0.131;1.000;;;;;;;;;
Œredni;30000;25;XOR+Shift;RobinHood;0.141;1.000;0.130;1.000;;;;;;;;;
Œredni;30000;25;XOR+Shift;SeparateChain;0.518;0.000;0.265;1.000;;;;;;;;;
Œredni;30000;25;XOR+Shift;TwoChoice;0.138;0.000;0.145;1.000;;;;;;;;;
Œredni;30000;25;Universal;Linear;0.174;1.000;0.177;1.000;;;;;;;;;
Œredni;30000;25;Universal;Quadratic;0.214;1.000;0.207;1.000;;;;;;;;;
Œredni;30000;25;Universal;RobinHood;0.315;1.000;0.245;1.000;;;;;;;;;
Œredni;30000;25;Universal;SeparateChain;1.322;0.000;0.711;1.000;;;;;;;;;
Œredni;30000;25;Universal;TwoChoice;0.272;0.000;0.285;1.000;;;;;;;;;
Œredni;30000;50;Modular;Linear;0.305;1.000;0.332;1.000;;;;;;;;;
Œredni;30000;50;Modular;Quadratic;0.327;1.000;0.392;1.000;;;;;;;;;
Œredni;30000;50;Modular;RobinHood;0.426;1.000;0.378;1.000;;;;;;;;;
Œredni;30000;50;Modular;SeparateChain;1.709;0.000;1.547;1.000;;;;;;;;;
Œredni;30000;50;Modular;TwoChoice;0.589;0.000;0.567;1.000;;;;;;;;;
Œredni;30000;50;Multiplicative;Linear;0.563;1.000;0.527;1.000;;;;;;;;;
Œredni;30000;50;Multiplicative;Quadratic;0.413;1.000;0.251;1.000;;;;;;;;;
Œredni;30000;50;Multiplicative;RobinHood;0.663;1.000;0.697;1.000;;;;;;;;;
Œredni;30000;50;Multiplicative;SeparateChain;1.408;0.000;1.073;1.000;;;;;;;;;
Œredni;30000;50;Multiplicative;TwoChoice;0.320;0.000;0.369;1.000;;;;;;;;;
Œredni;30000;50;XOR+Shift;Linear;0.301;1.000;0.191;1.000;;;;;;;;;
Œredni;30000;50;XOR+Shift;Quadratic;0.379;1.000;0.460;1.000;;;;;;;;;
Œredni;30000;50;XOR+Shift;RobinHood;0.396;1.000;0.359;1.000;;;;;;;;;
Œredni;30000;50;XOR+Shift;SeparateChain;1.141;0.000;0.968;1.000;;;;;;;;;
Œredni;30000;50;XOR+Shift;TwoChoice;0.407;0.000;0.406;1.000;;;;;;;;;
Œredni;30000;50;Universal;Linear;0.399;1.000;0.366;1.000;;;;;;;;;
Œredni;30000;50;Universal;Quadratic;0.450;1.000;0.321;1.000;;;;;;;;;
Œredni;30000;50;Universal;RobinHood;0.386;1.000;0.286;1.000;;;;;;;;;
Œredni;30000;50;Universal;SeparateChain;2.096;0.000;1.172;1.000;;;;;;;;;
Œredni;30000;50;Universal;TwoChoice;0.353;0.000;0.413;1.000;;;;;;;;;
Œredni;30000;75;Modular;Linear;0.318;1.000;0.347;1.000;;;;;;;;;
Œredni;30000;75;Modular;Quadratic;0.326;1.000;0.383;1.000;;;;;;;;;
Œredni;30000;75;Modular;RobinHood;0.473;1.000;0.438;1.000;;;;;;;;;
Œredni;30000;75;Modular;SeparateChain;2.912;0.000;1.958;1.000;;;;;;;;;
Œredni;30000;75;Modular;TwoChoice;0.772;0.000;0.825;1.000;;;;;;;;;
Œredni;30000;75;Multiplicative;Linear;1.395;1.055;0.835;1.055;;;;;;;;;
Œredni;30000;75;Multiplicative;Quadratic;1.343;1.056;0.860;1.056;;;;;;;;;
Œredni;30000;75;Multiplicative;RobinHood;1.308;1.055;1.075;1.055;;;;;;;;;
Œredni;30000;75;Multiplicative;SeparateChain;4.277;0.052;4.664;1.052;;;;;;;;;
Œredni;30000;75;Multiplicative;TwoChoice;0.489;0.060;0.650;1.091;;;;;;;;;
Œredni;30000;75;XOR+Shift;Linear;0.462;1.000;0.512;1.000;;;;;;;;;
Œredni;30000;75;XOR+Shift;Quadratic;0.456;1.000;0.491;1.000;;;;;;;;;
Œredni;30000;75;XOR+Shift;RobinHood;0.524;1.000;0.479;1.000;;;;;;;;;
Œredni;30000;75;XOR+Shift;SeparateChain;1.504;0.000;1.183;1.000;;;;;;;;;
Œredni;30000;75;XOR+Shift;TwoChoice;0.682;0.000;0.718;1.000;;;;;;;;;
Œredni;30000;75;Universal;Linear;0.780;1.374;0.743;1.374;;;;;;;;;
Œredni;30000;75;Universal;Quadratic;0.777;1.193;0.964;1.193;;;;;;;;;
Œredni;30000;75;Universal;RobinHood;1.519;1.374;0.930;1.374;;;;;;;;;
Œredni;30000;75;Universal;SeparateChain;3.602;0.050;3.217;1.050;;;;;;;;;
Œredni;30000;75;Universal;TwoChoice;0.879;0.272;0.894;1.087;;;;;;;;;
Œredni;30000;90;Modular;Linear;0.511;1.000;0.589;1.000;;;;;;;;;
Œredni;30000;90;Modular;Quadratic;0.522;1.000;0.604;1.000;;;;;;;;;
Œredni;30000;90;Modular;RobinHood;0.610;1.000;0.536;1.000;;;;;;;;;
Œredni;30000;90;Modular;SeparateChain;3.230;0.000;2.525;1.000;;;;;;;;;
Œredni;30000;90;Modular;TwoChoice;0.703;0.000;0.768;1.000;;;;;;;;;
Œredni;30000;90;Multiplicative;Linear;0.916;1.092;1.155;1.092;;;;;;;;;
Œredni;30000;90;Multiplicative;Quadratic;1.060;1.115;1.011;1.115;;;;;;;;;
Œredni;30000;90;Multiplicative;RobinHood;1.296;1.092;0.912;1.092;;;;;;;;;
Œredni;30000;90;Multiplicative;SeparateChain;5.970;0.083;3.728;1.083;;;;;;;;;
Œredni;30000;90;Multiplicative;TwoChoice;0.987;0.227;1.193;1.169;;;;;;;;;
Œredni;30000;90;XOR+Shift;Linear;0.736;1.000;0.707;1.000;;;;;;;;;
Œredni;30000;90;XOR+Shift;Quadratic;0.755;1.000;0.420;1.000;;;;;;;;;
Œredni;30000;90;XOR+Shift;RobinHood;0.419;1.000;0.383;1.000;;;;;;;;;
Œredni;30000;90;XOR+Shift;SeparateChain;3.486;0.000;2.699;1.000;;;;;;;;;
Œredni;30000;90;XOR+Shift;TwoChoice;0.778;0.000;0.732;1.000;;;;;;;;;
Œredni;30000;90;Universal;Linear;0.961;2.469;1.189;2.469;;;;;;;;;
Œredni;30000;90;Universal;Quadratic;1.112;1.832;1.088;1.832;;;;;;;;;
Œredni;30000;90;Universal;RobinHood;2.805;2.469;1.397;2.469;;;;;;;;;
Œredni;30000;90;Universal;SeparateChain;4.893;0.161;3.086;1.161;;;;;;;;;
Œredni;30000;90;Universal;TwoChoice;6.133;31.187;1.206;1.304;;;;;;;;;
Œredni;30000;99;Modular;Linear;1.301;1.000;0.716;1.000;;;;;;;;;
Œredni;30000;99;Modular;Quadratic;1.370;1.000;0.712;1.000;;;;;;;;;
Œredni;30000;99;Modular;RobinHood;0.599;1.000;0.556;1.000;;;;;;;;;
Œredni;30000;99;Modular;SeparateChain;2.155;0.000;1.640;1.000;;;;;;;;;
Œredni;30000;99;Modular;TwoChoice;0.849;0.000;0.977;1.000;;;;;;;;;
Œredni;30000;99;Multiplicative;Linear;1.139;1.466;1.308;1.466;;;;;;;;;
Œredni;30000;99;Multiplicative;Quadratic;1.750;2.405;1.320;2.405;;;;;;;;;
Œredni;30000;99;Multiplicative;RobinHood;1.799;1.466;1.105;1.466;;;;;;;;;
Œredni;30000;99;Multiplicative;SeparateChain;2.585;0.117;2.478;1.117;;;;;;;;;
Œredni;30000;99;Multiplicative;TwoChoice;20.558;116.732;0.823;1.268;;;;;;;;;
Œredni;30000;99;XOR+Shift;Linear;0.396;1.000;0.569;1.000;;;;;;;;;
Œredni;30000;99;XOR+Shift;Quadratic;0.702;1.000;0.396;1.000;;;;;;;;;
Œredni;30000;99;XOR+Shift;RobinHood;0.446;1.000;0.379;1.000;;;;;;;;;
Œredni;30000;99;XOR+Shift;SeparateChain;3.470;0.000;2.686;1.000;;;;;;;;;
Œredni;30000;99;XOR+Shift;TwoChoice;0.492;0.000;0.895;1.000;;;;;;;;;
Œredni;30000;99;Universal;Linear;1.792;3.944;1.565;3.944;;;;;;;;;
Œredni;30000;99;Universal;Quadratic;1.680;3.769;1.453;3.769;;;;;;;;;
Œredni;30000;99;Universal;RobinHood;4.372;3.944;2.522;3.944;;;;;;;;;
Œredni;30000;99;Universal;SeparateChain;4.803;0.211;4.526;1.211;;;;;;;;;
Œredni;30000;99;Universal;TwoChoice;33.994;236.594;0.881;1.431;;;;;;;;;
Œredni;40000;25;Modular;Linear;0.118;1.000;0.125;1.000;;;;;;;;;
Œredni;40000;25;Modular;Quadratic;0.116;1.000;0.134;1.000;;;;;;;;;
Œredni;40000;25;Modular;RobinHood;0.140;1.000;0.126;1.000;;;;;;;;;
Œredni;40000;25;Modular;SeparateChain;0.802;0.000;0.351;1.000;;;;;;;;;
Œredni;40000;25;Modular;TwoChoice;0.190;0.000;0.186;1.000;;;;;;;;;
Œredni;40000;25;Multiplicative;Linear;0.214;1.000;0.202;1.000;;;;;;;;;
Œredni;40000;25;Multiplicative;Quadratic;0.220;1.000;0.197;1.000;;;;;;;;;
Œredni;40000;25;Multiplicative;RobinHood;0.264;1.000;0.194;1.000;;;;;;;;;
Œredni;40000;25;Multiplicative;SeparateChain;1.011;0.000;0.718;1.000;;;;;;;;;
Œredni;40000;25;Multiplicative;TwoChoice;0.222;0.000;0.240;1.000;;;;;;;;;
Œredni;40000;25;XOR+Shift;Linear;0.116;1.000;0.131;1.000;;;;;;;;;
Œredni;40000;25;XOR+Shift;Quadratic;0.123;1.000;0.133;1.000;;;;;;;;;
Œredni;40000;25;XOR+Shift;RobinHood;0.146;1.000;0.132;1.000;;;;;;;;;
Œredni;40000;25;XOR+Shift;SeparateChain;0.910;0.000;0.467;1.000;;;;;;;;;
Œredni;40000;25;XOR+Shift;TwoChoice;0.278;0.000;0.284;1.000;;;;;;;;;
Œredni;40000;25;Universal;Linear;0.289;1.000;0.272;1.000;;;;;;;;;
Œredni;40000;25;Universal;Quadratic;0.297;1.000;0.276;1.000;;;;;;;;;
Œredni;40000;25;Universal;RobinHood;0.405;1.000;0.335;1.000;;;;;;;;;
Œredni;40000;25;Universal;SeparateChain;1.606;0.000;0.977;1.000;;;;;;;;;
Œredni;40000;25;Universal;TwoChoice;0.299;0.000;0.319;1.000;;;;;;;;;
Œredni;40000;50;Modular;Linear;0.329;1.000;0.358;1.000;;;;;;;;;
Œredni;40000;50;Modular;Quadratic;0.309;1.000;0.349;1.000;;;;;;;;;
Œredni;40000;50;Modular;RobinHood;0.339;1.000;0.320;1.000;;;;;;;;;
Œredni;40000;50;Modular;SeparateChain;1.519;0.000;0.818;1.000;;;;;;;;;
Œredni;40000;50;Modular;TwoChoice;0.363;0.000;0.379;1.000;;;;;;;;;
Œredni;40000;50;Multiplicative;Linear;0.400;1.000;0.376;1.000;;;;;;;;;
Œredni;40000;50;Multiplicative;Quadratic;0.456;1.000;0.455;1.000;;;;;;;;;
Œredni;40000;50;Multiplicative;RobinHood;0.724;1.000;0.696;1.000;;;;;;;;;
Œredni;40000;50;Multiplicative;SeparateChain;4.253;0.000;2.487;1.000;;;;;;;;;
Œredni;40000;50;Multiplicative;TwoChoice;0.505;0.000;0.808;1.000;;;;;;;;;
Œredni;40000;50;XOR+Shift;Linear;0.242;1.000;0.264;1.000;;;;;;;;;
Œredni;40000;50;XOR+Shift;Quadratic;0.266;1.000;0.319;1.000;;;;;;;;;
Œredni;40000;50;XOR+Shift;RobinHood;0.389;1.000;0.376;1.000;;;;;;;;;
Œredni;40000;50;XOR+Shift;SeparateChain;1.439;0.000;1.074;1.000;;;;;;;;;
Œredni;40000;50;XOR+Shift;TwoChoice;0.654;0.000;0.721;1.000;;;;;;;;;
Œredni;40000;50;Universal;Linear;0.521;1.000;0.430;1.000;;;;;;;;;
Œredni;40000;50;Universal;Quadratic;0.492;1.000;0.440;1.000;;;;;;;;;
Œredni;40000;50;Universal;RobinHood;0.683;1.000;0.737;1.000;;;;;;;;;
Œredni;40000;50;Universal;SeparateChain;4.268;0.000;2.950;1.000;;;;;;;;;
Œredni;40000;50;Universal;TwoChoice;0.789;0.000;0.839;1.000;;;;;;;;;
Œredni;40000;75;Modular;Linear;1.004;1.000;0.633;1.000;;;;;;;;;
Œredni;40000;75;Modular;Quadratic;1.002;1.000;0.912;1.000;;;;;;;;;
Œredni;40000;75;Modular;RobinHood;0.772;1.000;0.714;1.000;;;;;;;;;
Œredni;40000;75;Modular;SeparateChain;3.860;0.000;2.130;1.000;;;;;;;;;
Œredni;40000;75;Modular;TwoChoice;0.964;0.000;1.022;1.000;;;;;;;;;
Œredni;40000;75;Multiplicative;Linear;1.139;1.033;0.992;1.033;;;;;;;;;
Œredni;40000;75;Multiplicative;Quadratic;0.900;1.049;0.771;1.049;;;;;;;;;
Œredni;40000;75;Multiplicative;RobinHood;1.088;1.033;0.980;1.033;;;;;;;;;
Œredni;40000;75;Multiplicative;SeparateChain;5.753;0.017;3.986;1.017;;;;;;;;;
Œredni;40000;75;Multiplicative;TwoChoice;0.828;0.025;1.365;1.029;;;;;;;;;
Œredni;40000;75;XOR+Shift;Linear;0.564;1.000;0.624;1.000;;;;;;;;;
Œredni;40000;75;XOR+Shift;Quadratic;1.219;1.000;0.638;1.000;;;;;;;;;
Œredni;40000;75;XOR+Shift;RobinHood;0.621;1.000;0.943;1.000;;;;;;;;;
Œredni;40000;75;XOR+Shift;SeparateChain;2.514;0.000;2.460;1.000;;;;;;;;;
Œredni;40000;75;XOR+Shift;TwoChoice;0.522;0.000;0.540;1.000;;;;;;;;;
Œredni;40000;75;Universal;Linear;0.760;1.082;0.684;1.082;;;;;;;;;
Œredni;40000;75;Universal;Quadratic;0.835;1.081;0.623;1.081;;;;;;;;;
Œredni;40000;75;Universal;RobinHood;0.904;1.082;0.608;1.082;;;;;;;;;
Œredni;40000;75;Universal;SeparateChain;3.608;0.032;2.636;1.032;;;;;;;;;
Œredni;40000;75;Universal;TwoChoice;0.689;0.087;0.765;1.056;;;;;;;;;
Œredni;40000;90;Modular;Linear;0.497;1.000;0.557;1.000;;;;;;;;;
Œredni;40000;90;Modular;Quadratic;0.666;1.000;0.756;1.000;;;;;;;;;
